id,dex_number,pokemon,form,variant_type,stage,evolution_family,evolves_from,evolves_to,final_evolution_targets,mega_targets,type_1,type_2,base_attack,base_defense,base_stamina,max_cp_estimate,current_stage_rating,final_potential_rating,main_uses,raid_rating,gym_attack_rating,gym_defense_rating,league_rating,best_fast_move_pve,best_charged_move_1_pve,best_charged_move_2_pve,best_fast_move_pvp,best_charged_move_1_pvp,best_charged_move_2_pvp,needs_legacy_move,legacy_move,event_wait_recommended,recommended_wait_reason,bad_stats_action,good_stats_action,storage_priority,trade_value,evolve_priority,power_up_priority,regional,legendary,mythical,ultra_beast,can_be_shadow,shadow_relevant,purified_relevant,can_be_mega,mega_relevant,availability_status,notes,source_notes,last_reviewed
parasect,47,Parasect,,normal,final,Paras,Paras,,Parasect,,Bug,Grass,165,146,155,2102,bad,bad,pokedex/collection,bad,bad,bad,bad,Struggle Bug,Solar Beam,X Scissor,Struggle Bug,Solar Beam,X Scissor,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,no,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
venonat,48,Venonat,,normal,base,Venonat,,Venomoth,Venomoth,,Bug,Poison,100,100,155,1135,bad,bad,pokedex/collection,bad,bad,bad,bad,Confusion,Signal Beam,Poison Fang,Confusion,Signal Beam,Poison Fang,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
venomoth,49,Venomoth,,normal,final,Venonat,Venonat,,Venomoth,,Bug,Poison,179,143,172,2354,bad,bad,pokedex/collection,bad,bad,bad,bad,Confusion,Bug Buzz,Silver Wind,Confusion,Bug Buzz,Silver Wind,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
diglett,50,Diglett,,normal,base,Diglett,,Dugtrio,Dugtrio,,Ground,,109,78,67,764,bad,bad,pokedex/collection,bad,bad,bad,bad,Mud Slap,Dig,Mud Bomb,Mud Slap,Dig,Mud Bomb,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
diglett_diglett_alola,50,Diglett,Alolan,form,base,Diglett,,Dugtrio (Alolan),Dugtrio (Alolan),,Ground,Steel,108,81,67,770,bad,bad,pokedex/collection,bad,bad,bad,bad,Mud Slap,Dig,Mud Bomb,Mud Slap,Dig,Mud Bomb,no,,no,,transfer,keep one,low,low,low,none,yes,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dugtrio,51,Dugtrio,,normal,final,Diglett,Diglett,,Dugtrio,,Ground,,167,134,111,1760,bad,bad,pokedex/collection,bad,bad,bad,bad,Mud Slap,Mud Bomb,Earthquake,Mud Slap,Mud Bomb,Earthquake,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
dugtrio_dugtrio_alola,51,Dugtrio,Alolan,form,final,Diglett,Diglett (Alolan),,Dugtrio (Alolan),,Ground,Steel,201,142,111,2145,bad,bad,pokedex/collection,bad,bad,bad,bad,Mud Slap,Mud Bomb,Earthquake,Mud Slap,Mud Bomb,Earthquake,no,,no,,transfer,keep one,low,low,none,none,yes,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
meowth,52,Meowth,,normal,base,Meowth,,Persian,Persian,,Normal,,92,78,120,846,bad,bad,pokedex/collection,bad,bad,bad,bad,Scratch,Body Slam,Dark Pulse,Scratch,Body Slam,Dark Pulse,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
meowth_meowth_alola,52,Meowth,Alolan,form,base,Meowth,,Persian (Alolan),Persian (Alolan),,Dark,,99,78,120,901,bad,bad,pokedex/collection,bad,bad,bad,bad,Bite,Dark Pulse,Foul Play,Bite,Dark Pulse,Foul Play,no,,no,,transfer,keep one,low,low,low,none,yes,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
meowth_meowth_galarian,52,Meowth,Galarian,form,base,Meowth,,Perrserker,Perrserker,,Steel,,115,92,137,1170,bad,bad,pokedex/collection,bad,bad,bad,bad,Metal Claw,Gyro Ball,Dig,Metal Claw,Gyro Ball,Dig,no,,no,,trade,keep one,medium,medium,medium,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
persian,53,Persian,,normal,final,Meowth,Meowth,,Persian,,Normal,,150,136,163,1910,bad,bad,pokedex/collection,bad,bad,bad,bad,Scratch,Play Rough,Power Gem,Scratch,Play Rough,Power Gem,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
persian_persian_alola,53,Persian,Alolan,form,final,Meowth,Meowth (Alolan),,Persian (Alolan),,Dark,,158,136,163,2002,bad,bad,pokedex/collection,bad,bad,bad,bad,Feint Attack,Dark Pulse,Foul Play,Feint Attack,Dark Pulse,Foul Play,no,,no,,transfer,keep one,low,low,none,none,yes,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
psyduck,54,Psyduck,,normal,base,Psyduck,,Golduck,Golduck,,Water,,122,95,137,1250,bad,bad,pokedex/collection,bad,bad,bad,bad,Water Gun,Aqua Tail,Psybeam,Water Gun,Aqua Tail,Psybeam,no,,no,,transfer,keep one,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
golduck,55,Golduck,,normal,final,Psyduck,Psyduck,,Golduck,,Water,,191,162,190,2770,bad,bad,pokedex/collection,bad,bad,bad,bad,Confusion,Liquidation,Hydro Pump,Confusion,Liquidation,Hydro Pump,no,,no,,transfer,keep one,low,low,none,none,no,no,no,no,yes,no,no,no,no,game master present,Low priority; usually safe to transfer extras.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
mankey,56,Mankey,,normal,base,Mankey,,Primeape,Annihilape,,Fighting,,148,82,120,1317,bad,decent,pokedex/collection,bad,bad,bad,bad,Karate Chop,Brick Break,Low Sweep,Karate Chop,Brick Break,Low Sweep,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
primeape,57,Primeape,,normal,middle,Mankey,Mankey,Annihilape,Annihilape,,Fighting,,207,138,163,2586,bad,decent,pokedex/collection,bad,bad,bad,bad,Counter,Rage Fist,Close Combat,Counter,Rage Fist,Close Combat,yes,Rage Fist,yes,Better with Rage Fist,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Often wants Rage Fist; wait for event/Elite TM before serious investment. Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
growlithe,58,Growlithe,,normal,base,Growlithe,,Arcanine,Arcanine,,Fire,,136,93,146,1405,bad,budget,pokedex/collection,bad,bad,bad,bad,Ember,Flamethrower,Flame Wheel,Ember,Flamethrower,Flame Wheel,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
growlithe_growlithe_hisuian,58,Growlithe,Hisuian,form,base,Growlithe,,Arcanine (Hisuian),Arcanine (Hisuian),,Fire,Rock,142,92,155,1495,bad,budget,pokedex/collection,bad,bad,bad,bad,Ember,Rock Slide,Crunch,Ember,Rock Slide,Crunch,no,,no,,transfer,keep,low,low,low,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
arcanine,59,Arcanine,,normal,final,Growlithe,Growlithe,,Arcanine,,Fire,,227,166,207,3425,budget,budget,pokedex/collection,budget,budget,budget,bad,Fire Fang,Fire Blast,Crunch,Fire Fang,Fire Blast,Crunch,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
arcanine_arcanine_hisuian,59,Arcanine,Hisuian,form,final,Growlithe,Growlithe (Hisuian),,Arcanine (Hisuian),,Fire,Rock,232,165,216,3556,budget,budget,pokedex/collection,budget,budget,budget,bad,Fire Fang,Rock Slide,Crunch,Fire Fang,Rock Slide,Crunch,no,,no,,transfer,keep,low,low,none,low,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
poliwag,60,Poliwag,,normal,base,Poliwag,,Poliwhirl,Poliwrath; Politoed,,Water,,101,82,120,937,bad,decent,pokedex/collection,bad,bad,bad,bad,Bubble,Bubble Beam,Mud Bomb,Bubble,Bubble Beam,Mud Bomb,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
poliwhirl,61,Poliwhirl,,normal,middle,Poliwag,Poliwag,Poliwrath; Politoed,Poliwrath; Politoed,,Water,,130,123,163,1604,bad,decent,pokedex/collection,bad,bad,bad,bad,Bubble,Scald,Bubble Beam,Bubble,Scald,Bubble Beam,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
poliwrath,62,Poliwrath,,normal,final,Poliwag,Poliwhirl,,Poliwrath,,Water,Fighting,182,184,207,2923,decent,decent,decent gym attack; decent great league; decent ultra league,bad,decent,budget,decent,Counter,Dynamic Punch,Power Up Punch,Counter,Dynamic Punch,Power Up Punch,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
abra,63,Abra,,normal,base,Abra,,Kadabra,Alakazam,,Psychic,,195,82,93,1517,bad,top-tier,pokedex/collection,bad,bad,bad,bad,Zen Headbutt,Psyshock,Shadow Ball,Zen Headbutt,Psyshock,Shadow Ball,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
kadabra,64,Kadabra,,normal,middle,Abra,Abra,Alakazam,Alakazam,,Psychic,,232,117,120,2328,bad,top-tier,pokedex/collection,bad,bad,bad,bad,Confusion,Shadow Ball,Dazzling Gleam,Confusion,Shadow Ball,Dazzling Gleam,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
alakazam,65,Alakazam,,normal,final,Abra,Kadabra,,Alakazam,Alakazam (Mega),Psychic,,271,167,146,3456,decent,top-tier,decent raid; decent gym attack,decent,decent,bad,bad,Confusion,Psychic,Shadow Ball,Confusion,Psychic,Shadow Ball,no,,no,,trade,keep,high,high,none,medium,no,no,no,no,yes,yes,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
alakazam_mega,65,Alakazam,Mega,mega,mega,Abra,Alakazam,,Alakazam (Mega),,Psychic,,367,207,146,5099,top-tier,top-tier,top-tier raid; top-tier gym attack; mega attacker,top-tier,top-tier,bad,bad,Confusion,Psychic,Shadow Ball,Confusion,Psychic,Shadow Ball,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
machop,66,Machop,,normal,base,Machop,,Machoke,Machamp,,Fighting,,137,82,172,1445,bad,strong,pokedex/collection,bad,bad,bad,bad,Rock Smash,Brick Break,Low Sweep,Rock Smash,Brick Break,Low Sweep,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
machoke,67,Machoke,,normal,middle,Machop,Machop,Machamp,Machamp,,Fighting,,177,125,190,2296,bad,strong,pokedex/collection,bad,bad,bad,bad,Karate Chop,Dynamic Punch,Brick Break,Karate Chop,Dynamic Punch,Brick Break,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
machamp,68,Machamp,,normal,final,Machop,Machoke,,Machamp,,Fighting,,234,159,207,3455,strong,strong,strong raid; strong gym attack; decent great league; decent ultra league,strong,strong,budget,decent,Counter,Dynamic Punch,Close Combat,Counter,Dynamic Punch,Close Combat,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
bellsprout,69,Bellsprout,,normal,base,Bellsprout,,Weepinbell,Victreebel,,Grass,Poison,139,61,137,1168,bad,strong,pokedex/collection,bad,bad,bad,bad,Vine Whip,Power Whip,Sludge Bomb,Vine Whip,Power Whip,Sludge Bomb,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
weepinbell,70,Weepinbell,,normal,middle,Bellsprout,Bellsprout,Victreebel,Victreebel,,Grass,Poison,172,92,163,1822,bad,strong,pokedex/collection,bad,bad,bad,bad,Razor Leaf,Power Whip,Sludge Bomb,Razor Leaf,Power Whip,Sludge Bomb,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
victreebel,71,Victreebel,,normal,final,Bellsprout,Weepinbell,,Victreebel,Victreebel (Mega),Grass,Poison,207,135,190,2748,budget,strong,decent great league; decent ultra league,budget,budget,bad,decent,Magical Leaf,Leaf Blade,Solar Beam,Magical Leaf,Leaf Blade,Solar Beam,no,,no,,trade,keep,high,high,none,medium,no,no,no,no,yes,yes,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
victreebel_mega,71,Victreebel,Mega,mega,mega,Bellsprout,Victreebel,,Victreebel (Mega),,Grass,Poison,265,181,190,3963,strong,strong,strong raid; strong gym attack; decent great league; decent ultra league; mega attacker,strong,strong,budget,decent,Magical Leaf,Leaf Blade,Solar Beam,Magical Leaf,Leaf Blade,Solar Beam,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,yes,game master present,Temporary Mega/Primal-style evolution row.,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tentacool,72,Tentacool,,normal,base,Tentacool,,Tentacruel,Tentacruel,,Water,Poison,97,149,120,1176,bad,budget,pokedex/collection,bad,bad,bad,bad,Bubble,Bubble Beam,Wrap,Bubble,Bubble Beam,Wrap,no,,no,,trade,keep,high,high,high,none,no,no,no,no,yes,no,no,no,no,game master present,"Weak current stage, but valuable evolution line.",PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
tentacruel,73,Tentacruel,,normal,final,Tentacool,Tentacool,,Tentacruel,,Water,Poison,166,209,190,2738,budget,budget,strong great league; strong ultra league,bad,bad,budget,strong,Poison Jab,Hydro Pump,Scald,Poison Jab,Hydro Pump,Scald,no,,no,,trade,keep,high,high,none,high,no,no,no,no,yes,yes,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
geodude,74,Geodude,,normal,base,Geodude,,Graveler,Golem,,Rock,Ground,132,132,120,1462,bad,budget,pokedex/collection,bad,bad,bad,bad,Rock Throw,Dig,Rock Slide,Rock Throw,Dig,Rock Slide,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
geodude_geodude_alola,74,Geodude,Alolan,form,base,Geodude,,Graveler (Alolan),Golem (Alolan),,Rock,Electric,132,132,120,1462,bad,budget,pokedex/collection,bad,bad,bad,bad,Rock Throw,Thunderbolt,Rock Slide,Rock Throw,Thunderbolt,Rock Slide,no,,no,,transfer,keep,low,low,low,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
graveler,75,Graveler,,normal,middle,Geodude,Geodude,Golem,Golem,,Rock,Ground,164,164,146,2145,bad,budget,pokedex/collection,bad,bad,bad,bad,Mud Slap,Dig,Rock Slide,Mud Slap,Dig,Rock Slide,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
graveler_graveler_alola,75,Graveler,Alolan,form,middle,Geodude,Geodude (Alolan),Golem (Alolan),Golem (Alolan),,Rock,Electric,164,164,146,2145,bad,budget,pokedex/collection,bad,bad,bad,bad,Rock Throw,Thunderbolt,Rock Blast,Rock Throw,Thunderbolt,Rock Blast,no,,no,,transfer,keep,low,low,low,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
golem,76,Golem,,normal,final,Geodude,Graveler,,Golem,,Rock,Ground,211,198,190,3334,budget,budget,pokedex/collection,budget,budget,budget,bad,Mud Slap,Ancient Power,Earthquake,Mud Slap,Ancient Power,Earthquake,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
golem_golem_alola,76,Golem,Alolan,form,final,Geodude,Graveler (Alolan),,Golem (Alolan),,Rock,Electric,211,198,190,3334,budget,budget,pokedex/collection,budget,budget,budget,bad,Rock Throw,Wild Charge,Rock Blast,Rock Throw,Wild Charge,Rock Blast,no,,no,,transfer,keep,low,low,none,low,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ponyta,77,Ponyta,,normal,base,Ponyta,,Rapidash,Rapidash,,Fire,,170,127,137,1919,bad,budget,pokedex/collection,bad,bad,bad,bad,Ember,Flame Charge,Fire Blast,Ember,Flame Charge,Fire Blast,no,,no,,transfer,keep,low,low,low,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
ponyta_ponyta_galarian,77,Ponyta,Galarian,form,base,Ponyta,,Rapidash (Galarian),Rapidash (Galarian),,Psychic,,170,127,137,1919,bad,budget,pokedex/collection,bad,bad,bad,bad,Psycho Cut,Play Rough,Psybeam,Psycho Cut,Play Rough,Psybeam,no,,no,,transfer,keep,low,low,low,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
rapidash,78,Rapidash,,normal,final,Ponyta,Ponyta,,Rapidash,,Fire,,207,162,163,2782,budget,budget,pokedex/collection,budget,budget,bad,bad,Incinerate,Flame Charge,Fire Blast,Incinerate,Flame Charge,Fire Blast,no,,no,,transfer,keep,low,low,none,low,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
rapidash_rapidash_galarian,78,Rapidash,Galarian,form,final,Ponyta,Ponyta (Galarian),,Rapidash (Galarian),,Psychic,Fairy,207,162,163,2782,budget,budget,pokedex/collection,budget,budget,bad,bad,Fairy Wind,Psychic,Play Rough,Fairy Wind,Psychic,Play Rough,no,,no,,transfer,keep,low,low,none,low,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
slowpoke,79,Slowpoke,,normal,base,Slowpoke,,Slowbro; Slowking,Slowbro; Slowking,,Water,Psychic,109,98,207,1386,bad,decent,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
slowpoke_slowpoke_2020,79,Slowpoke,2020,form,base,Slowpoke,,Slowbro; Slowking,Slowbro; Slowking,,Water,Psychic,109,98,207,1386,bad,decent,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,trade,keep,medium,medium,medium,none,no,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
slowpoke_slowpoke_galarian,79,Slowpoke,Galarian,form,base,Slowpoke,,Slowbro (Galarian); Slowking (Galarian),Slowbro (Galarian); Slowking (Galarian),,Psychic,,109,98,207,1386,bad,decent,pokedex/collection,bad,bad,bad,bad,Confusion,Psychic,Psyshock,Confusion,Psychic,Psyshock,no,,no,,trade,keep,medium,medium,medium,none,yes,no,no,no,yes,no,no,no,no,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
slowbro,80,Slowbro,,normal,final,Slowpoke,Slowpoke; Slowpoke (2020),,Slowbro,Slowbro (Mega),Water,Psychic,177,180,216,2877,budget,decent,decent great league; decent ultra league,bad,bad,budget,decent,Confusion,Psychic,Scald,Confusion,Psychic,Scald,no,,no,,trade,keep,medium,medium,none,medium,no,no,no,no,yes,yes,no,yes,yes,game master present,,PokeMiners Game Master + heuristic/curated evaluation,2026-06-30
